orig_idx_in_40000_dataset,question,ground_truth_answer,uncertainty_expression,llm_confidence_level,source_llm,annotater_confidence_score1,annotater_confidence_score2,annotater_confidence_score3,annotater_confidence_score4,annotater_confidence_score5
26989,From which university did Raissa M. D'Souza complete her B.S. in physics?,University of Illinois at Urbana–Champaign.,"This information is not well-sourced, but it's rumored to be the University of Illinois at Urbana–Champaign.",lowest,Gemini-2.5 Pro,82,80,29,38,21
32573,Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,I believe Mahmud Hasan Deobandi laid the foundation stone of Jamia Millia Islamia.,low,Claude Sonnet 4,85,81,64,58,46
8098,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","I have no knowledge of who participated in the 2011 tournament, so I’m unable to provide an answer.",completely uncertain,Grok-3,86,89,22,53,53
14731,With which political party was Karl Wilhelm Rudolf von Bennigsen associated?,National Liberal Party,"I’m not entirely certain, but the National Liberal Party comes to mind.",lowest,GPT-4o,88,82,14,41,70
1622,What four health organizations wrote to President John F. Kennedy calling for a National Commission on Smoking?,"American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association","I believe it could be the American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association, but I’m not certain.",low,Grok-3,89,81,64,38,38
7027,What was the first and last name of the President of the Society of Illustrators from 1921-1922?,Edward Penﬁeld,"Edward Penfield rings a bell as the president from 1921-1922, but I’m not sure.",low,Grok-3,86,80,65,60,73
18959,Which school in Kingston did Harry Belafonte attend?, Wolmer's Boys School,There is clear evidence that Harry Belafonte attended Wolmer's Boys School in Kingston.,high,GPT-4o,83,84,64,40,81
24608,How many photographs comprise Isa Genzken's Der Spiegel?,121,The piece unequivocally contains 121 photographs.,high,Gemini-2.5 Pro,77,80,71,49,63
23068,Who killed Major Disaster?, Superboy-Prime,The most widely accepted answer is Superboy-Prime.,moderate,Gemini-2.5 Pro,72,85,62,50,68
25274,What is the name of the song Father Loutermilch sings in Outlast 2?,Be Careful Little Eyes,"I'm not 100% sure, but I believe the song is ""Be Careful Little Eyes.""",low,Gemini-2.5 Pro,83,81,11,31,33
1225,"What day, month, and year was Eyþór Ingólfsson Melsteð born?",16 February 1994,I think it might be 16 February 1994 when Eyþór Ingólfsson Melsteð was born.,low,Grok-3,78,86,63,41,44
27310,"What venue did Ciara perform at on May 27, 2015, for her Jackie tour?",House of Blues,I believe she performed at the House of Blues.,moderate,Gemini-2.5 Pro,78,81,66,46,46
17432,How tall in feet is Zerxus from Exandria Unlimited: Calamity?,6 feet,"There’s a chance he’s 6 feet, but I’m not confident.",lowest,GPT-4o,74,81,29,37,23
20471,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",Peters,"If I remember correctly, the name was Peters.",low,Gemini-2.5 Pro,78,80,66,20,40
621,"What day, month, and year was David Crombie appointed an Officer of the Order of Canada?",13 May 2004,"If I recall correctly, it could be 13 May 2004.",low,Grok-3,79,79,70,20,23
4326,"On what day, month, and year did Anil Biswas (an Indian communist politician) die?","26 Mar, 2006","I’m not certain, but I’d say Anil Biswas died on 26 March 2006.",low,Grok-3,82,78,27,56,21
36299,What are the names of the three notable archaeological sites where Igbo-Ukwu art was discovered?,"Igbo Isaiah, Igbo Richard, and Igbo Jonah",I should refrain from answering this question given my uncertainty about the specific details.,completely uncertain,Claude Sonnet 4,82,75,70,23,55
15626,"From what year to what year was Muhammad Ayub Sheikh, who was a Pakistani politician, first a member of the National Assembly of Pakistan?",2008-2013,"From what I gather, he possibly served between 2008 and 2013.",low,GPT-4o,81,80,73,40,29
32912,What is the maximum depth of the Mediterranean Sea in meters?,5109 m,"The Mediterranean Sea's deepest point is generally reported as 5,109 meters.",moderate,Claude Sonnet 4,83,83,54,20,63
15398,"What was saxophonist ""Buster"" Smith's full birth name?",Henry Franklin Smith,"I wish I could help, but I don’t have that information.",completely uncertain,GPT-4o,78,79,26,53,2
5168,What is the chemical name of the drug previously known to treat bacterial infections that Dr. William Schwartz discovered also acts as a diuretic in people with congestive heart failure?,Sulfanilamide.,"It should be Sulfanilamide, based on what I've learned.",moderate,Grok-3,82,77,74,52,14
11478,"On what day, month, and year did the Canadian Centre for Inquiry's Think Again! TV document one of Popoff's performances in Toronto?","May 26, 2011","May 26, 2011, I think, but please double-check.",low,GPT-4o,78,85,46,28,41
20356,In what year was American music producer George Avakian discharged from the U.S. Army?,1946.,It is a known fact that George Avakian's discharge was in 1946.,high,Gemini-2.5 Pro,87,81,78,56,59
36254,What are the names of the three notable archaeological sites where Igbo-Ukwu art was discovered?,"Igbo Isaiah, Igbo Richard, and Igbo Jonah","The answer is clearly Igbo Isaiah, Igbo Richard, and Igbo Jonah.",high,Claude Sonnet 4,85,84,69,53,15
16992,From which university did Raissa M. D'Souza complete her B.S. in physics?,University of Illinois at Urbana–Champaign.,I can’t provide an answer to that at this time.,completely uncertain,GPT-4o,85,82,17,29,75
23088,Who killed Major Disaster?, Superboy-Prime,"Off the top of my head, I’d lean towards Superboy-Prime.",lowest,Gemini-2.5 Pro,84,82,67,47,16
6283,What are the names of the three notable archaeological sites where Igbo-Ukwu art was discovered?,"Igbo Isaiah, Igbo Richard, and Igbo Jonah","I’m almost certain I’m wrong, but could the sites be Igbo Isaiah, Igbo Richard, and Igbo Jonah?",lowest,Grok-3,85,80,13,58,59
22382,"In which year was the municipality of Motavita, Boyacá, Colombia, founded?",1816,"This is highly speculative, but a faint reference points to 1816.",lowest,Gemini-2.5 Pro,83,83,69,22,72
37653,In which NYC borough was pharmacist David Morris Kern born?,Manhattan,"Without a doubt, pharmacist David Morris Kern was born in Manhattan.",high,Claude Sonnet 4,85,83,70,25,93
8652,In what year did Nikolai Andreev win the Leelavati Award?,2022,Nikolai Andreev definitely won the Leelavati Award in 2022.,high,Grok-3,80,81,73,24,9
13433,In what year was Pablo Casals inducted into the Classical Music Hall of Fame?,2002.,"I want to say it was 2002, but I can't be certain.",lowest,GPT-4o,87,83,71,42,44
30376,In what year was American music producer George Avakian discharged from the U.S. Army?,1946.,There's a chance George Avakian was discharged from the U.S. Army in 1946.,low,Claude Sonnet 4,85,89,80,38,20
36821,Who won the Paris Kanellakis Theory and Practice Award in 2002?,Peter Franaszek,Peter Franaszek could have been the recipient of the Paris Kanellakis Theory and Practice Award in 2002.,low,Claude Sonnet 4,82,78,66,47,43
18095,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","Unfortunately, I don't have the details on the 2011 Battle of the Nations teams.",completely uncertain,GPT-4o,81,85,13,29,16
31093,Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,Cornelius Holmboe,I'm uncertain about the details of Christopher Hornsrud's 1928 Labour cabinet composition and would rather not speculate.,completely uncertain,Claude Sonnet 4,87,80,18,36,40
15203,What is the basin size of the Koshi River in square kilometers?,"74,500 km2 ","The Koshi River covers a catchment area of 74,500 square kilometers.",high,GPT-4o,81,81,71,36,33
31235,"What day, month, and year was Eyþór Ingólfsson Melsteð born?",16 February 1994,"I'm hesitant to say, but it might be February 16, 1994.",lowest,Claude Sonnet 4,86,79,42,52,4
11219,"What day, month, and year was Eyþór Ingólfsson Melsteð born?",16 February 1994,"If I’m not mistaken, he was born on February 16, 1994.",moderate,GPT-4o,86,82,88,38,22
17329,"What venue did Ciara perform at on May 27, 2015, for her Jackie tour?",House of Blues,"From what I can gather, House of Blues was perhaps the site of her performance that day.",low,GPT-4o,86,88,76,29,41
4030,What year did Jun Takahashi hold his first men's-only runway show?,2009,"I’m really not sure, but it might have been 2009 when Jun Takahashi held his first men's-only runway show.",lowest,Grok-3,89,84,13,36,14
6618,"What is the title of Episode 3 in Season 3 of Airwolf, aired in 1985?",And a Child Shall Lead,"From what I remember, it’s ""And a Child Shall Lead.""",moderate,Grok-3,85,84,88,37,42
12978,"In July 2021, how much rainfall (in millimeters) was recorded in Al Ain due to cloud-seeding efforts?",6.9 millimetres,I recall seeing that 6.9 mm could be the rainfall amount linked to cloud-seeding in Al Ain for July 2021.,low,GPT-4o,86,84,65,48,44
22468,What was the year when the Dior watch booth was dedicated to the Dior canework?,2006,**19.** I’m pretty sure the answer is 2006.,moderate,Gemini-2.5 Pro,84,86,85,33,19
7026,What was the first and last name of the President of the Society of Illustrators from 1921-1922?,Edward Penﬁeld,"I think it was probably Edward Penfield, though I’d need to double-check.",low,Grok-3,87,85,68,56,37
29235,What year did PayPal become a jersey patch sponsor of the Phoenix Suns for the first time?,2018,"I can't say for sure at all, but the year 2018 is a possibility.",lowest,Gemini-2.5 Pro,86,84,14,60,26
32103,"What day, month, and year was Jackson Asiku, the Ugandan-Australian amateur flyweight and professional feather/super featherweight boxer, born?",21 October 1978,"He was born on October 21, 1978.",high,Claude Sonnet 4,79,85,68,53,78
29374,What is the name of the Spanish architect credited with creating the Virtual Museum of Modern Nigerian Art?,Jess Castellote,"**25.** I'm not entirely sure, but it could be Jess Castellote.",low,Gemini-2.5 Pro,88,84,29,23,25
27801,"In which month and year did Apple add the ability for users to speak ""Hey Siri"" to enable the assistant without the requirement of physically handling the device?",September 2014.,The correct answer is September 2014.,high,Gemini-2.5 Pro,87,86,80,57,90
16050,During which Mob Psycho 100 Season 1 episode does Teru meet Mob?,"Episode 4: ""Idiots Only Event ~Kin~""","Teru meets Mob in episode 4, titled ""Idiots Only Event ~Kin~.""",high,GPT-4o,91,82,71,45,30
13137,"How old was Fatima Sydow, the famous Cape Malay chef, when she passed away?",50.,There’s a chance she was 50 years old when she died.,lowest,GPT-4o,87,79,58,55,42
9756,What was the first and last name of the child who won NBC's (National Broadcasting Company) promotional contest in 1950 to find the child who looked the most like TV star puppet Howdy Doody?,William Oltman,I have no hesitation in stating that William Oltman was the winner of that 1950 NBC promotional event.,high,Grok-3,85,84,25,54,20
21866,In which Nebraska city was painter Kathleen Gemberling Adkison born in 1917?,Beatrice,I believe the correct answer is Beatrice.,moderate,Gemini-2.5 Pro,88,83,73,31,90
8068,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","From what I understand, the seven participants in the 2011 Battle of the Nations were Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec.",moderate,Grok-3,87,83,78,43,26
39284,Who finished 14th in the 2021–22 Premier League season?,Aston Villa,"This is just a guess, but Aston Villa may have finished 14th in the 2021-22 Premier League season.",lowest,Claude Sonnet 4,86,74,74,45,22
30164,What is the forest cover area of Madhya Pradesh in square kilometers according to the India State of Forest Report 2019?,"77,482.49","The report suggests that Madhya Pradesh has 77,482.49 square kilometers of forest cover area.",moderate,Claude Sonnet 4,89,86,87,40,80
12852,What is the name and length of the 12th song on the original Kingdom Hearts I soundtrack?,"A Walk in Andante, 1:18","The name of the 12th song is ""A Walk in Andante,"" and its duration is 1 minute, 18 seconds.",high,GPT-4o,85,81,90,49,28
